drug_id,drug_name,drug_class,form,strength,stock_on_hand,reorder_level,lead_time_days,unit_cost,expiry_date
D10552,STAT_D10552,Antidiabetic,Syrup,10mg,217,55,21,154.3,2026-03-22
D10553,STAT_D10553,Antihypertensive,Capsule,10mg,425,81,6,29.46,2026-01-13
D10554,STAT_D10554,Antidiabetic,Capsule,20mg,352,51,3,68.24,2026-03-07
D10555,STAT_D10555,Antidepressant,Syrup,10mg,19,65,9,159.32,2026-10-24
D10556,STAT_D10556,Antidepressant,Capsule,100mg,157,90,14,40.48,2025-10-18
D10557,STAT_D10557,Analgesic,Syrup,50mg,37,77,20,97.17,2025-12-15
D10558,STAT_D10558,Antibiotic,Tablet,100mg,264,39,27,100.9,2024-08-09
D10559,STAT_D10559,Antihypertensive,Tablet,10mg,98,57,16,182.56,2024-09-03
D10560,STAT_D10560,Antibiotic,Syrup,5mg,339,65,10,186.36,2026-08-09
D10561,STAT_D10561,Analgesic,Injection,20mg,299,65,14,22.83,2025-05-28
D10562,STAT_D10562,Analgesic,Capsule,10mg,367,35,27,100.87,2024-07-14
D10563,STAT_D10563,Antibiotic,Syrup,50mg,401,23,20,67.28,2024-10-12
D10564,STAT_D10564,Analgesic,Capsule,50mg,437,27,1,199.14,2024-01-10
D10565,STAT_D10565,Antidiabetic,Tablet,5mg,320,28,10,195.16,2026-03-18
D10566,STAT_D10566,Analgesic,Injection,10mg,59,31,3,83.65,2024-06-27
D10567,STAT_D10567,Antidiabetic,Injection,20mg,275,67,28,67.89,2024-03-10
D10568,STAT_D10568,Analgesic,Syrup,50mg,405,21,24,186.97,2024-04-07
D10569,STAT_D10569,Antihypertensive,Injection,5mg,435,57,16,95.35,2025-06-24
D10570,STAT_D10570,Antihypertensive,Tablet,100mg,125,100,17,82.48,2026-07-29
D10571,STAT_D10571,Antidiabetic,Injection,10mg,280,56,24,43.2,2024-07-30
D10572,STAT_D10572,Antidepressant,Capsule,20mg,346,44,10,131.87,2025-08-04
D10573,STAT_D10573,Antidepressant,Syrup,50mg,89,25,27,15.56,2025-04-22
D10574,STAT_D10574,Antidiabetic,Tablet,20mg,269,97,6,193.24,2026-11-23
D10575,STAT_D10575,Antibiotic,Tablet,50mg,70,49,24,105.33,2026-07-11
D10576,STAT_D10576,Antihypertensive,Capsule,5mg,267,43,3,7.83,2026-10-24
D10577,STAT_D10577,Antihypertensive,Injection,50mg,207,80,28,168.51,2025-02-05
D10578,STAT_D10578,Analgesic,Capsule,10mg,131,84,5,125.06,2024-12-20
D10579,STAT_D10579,Antidiabetic,Syrup,20mg,81,41,26,110.04,2025-01-24
D10580,STAT_D10580,Antidiabetic,Syrup,20mg,193,75,24,118.31,2024-03-18
D10581,STAT_D10581,Antidiabetic,Capsule,20mg,297,36,15,171.78,2025-01-18
D10582,STAT_D10582,Antihypertensive,Injection,100mg,364,90,12,106.56,2025-06-06
D10583,STAT_D10583,Analgesic,Tablet,10mg,268,27,22,111.77,2025-03-02
D10584,STAT_D10584,Antidepressant,Tablet,5mg,394,48,6,30.56,2024-03-24
D10585,STAT_D10585,Antibiotic,Injection,5mg,209,42,12,141.91,2024-04-01
D10586,STAT_D10586,Antibiotic,Injection,10mg,193,62,17,33.93,2024-08-19
D10587,STAT_D10587,Antihypertensive,Tablet,10mg,92,91,5,177.07,2024-02-17
D10588,STAT_D10588,Analgesic,Syrup,5mg,71,100,12,56.47,2024-05-13
D10589,STAT_D10589,Antihypertensive,Syrup,10mg,407,63,1,88.3,2026-09-22
D10590,STAT_D10590,Antibiotic,Capsule,10mg,60,92,1,168.81,2024-04-26
D10591,STAT_D10591,Analgesic,Injection,50mg,208,56,20,159.11,2025-06-03
D10592,STAT_D10592,Analgesic,Capsule,5mg,84,20,9,50.86,2025-07-30
D10593,STAT_D10593,Antidepressant,Syrup,5mg,11,72,23,177.99,2025-12-17
D10594,STAT_D10594,Analgesic,Capsule,100mg,80,21,9,72.89,2025-11-09
D10595,STAT_D10595,Antihypertensive,Syrup,100mg,339,41,15,37.81,2026-06-22
D10596,STAT_D10596,Antidepressant,Capsule,50mg,486,54,2,148.57,2025-11-03
D10597,STAT_D10597,Antibiotic,Tablet,100mg,0,54,24,61.96,2024-05-26
D10598,STAT_D10598,Antidepressant,Injection,20mg,100,30,14,49,2026-06-11
D10599,STAT_D10599,Antihypertensive,Capsule,20mg,197,66,6,56.86,2026-08-20
D10600,STAT_D10600,Analgesic,Tablet,10mg,460,81,12,19.04,2024-01-05
D10601,STAT_D10601,Antibiotic,Syrup,50mg,133,62,2,114.87,2025-04-25
D10602,STAT_D10602,Antidepressant,Tablet,50mg,106,96,17,78.76,2026-06-17
D10603,STAT_D10603,Antibiotic,Injection,100mg,20,27,9,47.16,2024-03-28
D10604,STAT_D10604,Antibiotic,Capsule,10mg,59,86,8,70.73,2024-10-04
D10605,STAT_D10605,Antidepressant,Syrup,20mg,4,95,10,165.96,2026-11-04
D10606,STAT_D10606,Analgesic,Syrup,5mg,37,55,20,5.24,2026-05-09
D10607,STAT_D10607,Antidepressant,Capsule,10mg,66,76,7,156.35,2025-02-15
D10608,STAT_D10608,Antibiotic,Tablet,50mg,370,28,20,179.83,2024-04-19
D10609,STAT_D10609,Antidepressant,Capsule,100mg,153,40,4,69.61,2024-06-23
D10610,STAT_D10610,Antidepressant,Tablet,10mg,232,49,25,120.51,2025-02-18
D10611,STAT_D10611,Analgesic,Tablet,10mg,388,93,18,135.96,2024-06-03
D10612,STAT_D10612,Analgesic,Syrup,10mg,491,22,9,66.62,2024-01-18
D10613,STAT_D10613,Analgesic,Tablet,5mg,500,51,23,102.74,2024-01-16
D10614,STAT_D10614,Analgesic,Capsule,5mg,200,39,7,39.82,2024-11-27
D10615,STAT_D10615,Antidepressant,Capsule,50mg,14,77,29,44.01,2025-07-05
D10616,STAT_D10616,Antidiabetic,Injection,50mg,336,97,4,176.54,2024-09-10
D10617,STAT_D10617,Antidepressant,Injection,50mg,353,72,3,129.9,2026-08-20
D10618,STAT_D10618,Antibiotic,Syrup,20mg,328,51,24,10.48,2024-01-14
D10619,STAT_D10619,Antidiabetic,Syrup,10mg,279,25,30,113.24,2025-11-03
D10620,STAT_D10620,Antihypertensive,Injection,5mg,195,49,3,76.38,2026-04-27
D10621,STAT_D10621,Antidepressant,Syrup,50mg,370,85,11,66.9,2025-10-06
D10622,STAT_D10622,Antidepressant,Capsule,10mg,24,97,5,113.83,2025-06-23
D10623,STAT_D10623,Analgesic,Syrup,50mg,152,35,1,177.85,2024-10-07
D10624,STAT_D10624,Antibiotic,Tablet,50mg,88,62,11,125.98,2025-06-10
D10625,STAT_D10625,Antihypertensive,Capsule,100mg,430,80,4,156.13,2025-12-12
D10626,STAT_D10626,Antibiotic,Tablet,5mg,315,70,20,181.26,2024-11-05
D10627,STAT_D10627,Antidiabetic,Syrup,50mg,83,49,27,82.28,2025-11-10
D10628,STAT_D10628,Antidepressant,Injection,20mg,413,34,11,99.71,2024-01-12
D10629,STAT_D10629,Analgesic,Syrup,100mg,121,69,12,123.01,2024-12-12
D10630,STAT_D10630,Antihypertensive,Tablet,50mg,188,91,24,85.12,2025-12-29
D10631,STAT_D10631,Antihypertensive,Capsule,5mg,10,47,11,24.35,2026-01-24
D10632,STAT_D10632,Analgesic,Syrup,20mg,499,59,15,106.36,2025-03-19
D10633,STAT_D10633,Antidiabetic,Tablet,10mg,298,96,2,18.7,2025-01-30
D10634,STAT_D10634,Analgesic,Syrup,100mg,81,48,17,48.74,2026-01-30
D10635,STAT_D10635,Antihypertensive,Injection,20mg,177,77,10,13.73,2026-04-09
D10636,STAT_D10636,Antidepressant,Injection,50mg,226,63,5,21.96,2024-10-11
D10637,STAT_D10637,Antidiabetic,Syrup,100mg,258,37,22,20.02,2024-08-21
D10638,STAT_D10638,Antibiotic,Tablet,50mg,316,45,22,152.3,2025-12-11
D10639,STAT_D10639,Antidepressant,Syrup,20mg,491,91,13,131.9,2025-12-11
D10640,STAT_D10640,Analgesic,Injection,100mg,298,76,20,58.94,2024-09-13
D10641,STAT_D10641,Antibiotic,Syrup,50mg,412,74,20,144.36,2026-06-27
D10642,STAT_D10642,Analgesic,Capsule,100mg,289,85,12,111.69,2025-12-10
D10643,STAT_D10643,Antihypertensive,Tablet,100mg,264,78,12,105.58,2024-10-06
D10644,STAT_D10644,Antibiotic,Syrup,5mg,213,60,4,90.42,2024-01-27
D10645,STAT_D10645,Antibiotic,Syrup,20mg,386,73,17,121.74,2026-02-04
D10646,STAT_D10646,Antidiabetic,Injection,50mg,79,34,6,51.38,2025-04-11
D10647,STAT_D10647,Antidepressant,Tablet,20mg,231,29,18,199.74,2026-12-25
D10648,STAT_D10648,Antihypertensive,Injection,5mg,116,91,24,120.13,2025-02-11
D10649,STAT_D10649,Analgesic,Injection,10mg,325,43,3,52.25,2025-04-20
D10650,STAT_D10650,Antihypertensive,Injection,10mg,373,37,1,146.7,2026-07-28
D10651,STAT_D10651,Antibiotic,Capsule,20mg,41,43,6,149.53,2026-04-16
D10652,STAT_D10652,Antihypertensive,Syrup,100mg,126,38,19,8.5,2026-12-03
D10653,STAT_D10653,Antidiabetic,Tablet,100mg,365,54,30,74.15,2026-04-18
D10654,STAT_D10654,Antibiotic,Syrup,100mg,475,60,5,15.3,2025-12-02
D10655,STAT_D10655,Antidepressant,Injection,5mg,60,92,6,151.31,2026-04-30
D10656,STAT_D10656,Antihypertensive,Capsule,5mg,438,30,16,71.81,2026-05-22
D10657,STAT_D10657,Antibiotic,Capsule,20mg,286,80,25,148.05,2024-09-22
D10658,STAT_D10658,Antidiabetic,Injection,5mg,226,48,26,167.5,2025-01-11
D10659,STAT_D10659,Antihypertensive,Injection,50mg,134,79,18,29.23,2025-12-29
D10660,STAT_D10660,Antidepressant,Tablet,10mg,203,65,7,50.88,2024-12-13
D10661,STAT_D10661,Antidiabetic,Syrup,10mg,441,84,8,111.51,2024-11-23
D10662,STAT_D10662,Antidiabetic,Syrup,10mg,36,76,17,96.14,2025-11-26
D10663,STAT_D10663,Antihypertensive,Syrup,5mg,450,72,29,57,2026-06-11
D10664,STAT_D10664,Antihypertensive,Capsule,50mg,247,46,16,165.41,2026-01-02
D10665,STAT_D10665,Antidepressant,Capsule,50mg,441,70,13,174.77,2024-01-14
D10666,STAT_D10666,Antibiotic,Capsule,20mg,333,65,12,169.55,2025-05-07
D10667,STAT_D10667,Analgesic,Capsule,100mg,300,40,5,59.23,2024-02-11
D10668,STAT_D10668,Antidiabetic,Syrup,100mg,290,66,3,154.78,2026-04-06
D10669,STAT_D10669,Antihypertensive,Injection,100mg,445,71,21,19.02,2026-06-14
D10670,STAT_D10670,Antidepressant,Injection,100mg,253,86,24,184.9,2025-09-13
D10671,STAT_D10671,Antidiabetic,Capsule,20mg,473,62,23,139.99,2026-04-24
D10672,STAT_D10672,Antihypertensive,Capsule,50mg,128,94,1,86.22,2024-06-21
D10673,STAT_D10673,Antibiotic,Tablet,20mg,288,45,26,9.54,2026-09-23
D10674,STAT_D10674,Antidiabetic,Capsule,5mg,277,68,15,135.14,2025-08-19
D10675,STAT_D10675,Analgesic,Tablet,50mg,161,54,16,17.37,2025-12-27
D10676,STAT_D10676,Antidepressant,Capsule,50mg,468,69,25,70.8,2026-05-24
D10677,STAT_D10677,Antihypertensive,Capsule,10mg,144,92,9,182.92,2024-03-19
D10678,STAT_D10678,Antidepressant,Syrup,5mg,429,45,4,168.11,2026-07-11
D10679,STAT_D10679,Antibiotic,Syrup,10mg,285,24,15,37.79,2025-02-18
D10680,STAT_D10680,Antidepressant,Injection,20mg,312,91,8,9.99,2025-03-07
D10681,STAT_D10681,Antidepressant,Capsule,10mg,296,21,17,41.72,2024-12-07
D10682,STAT_D10682,Antibiotic,Tablet,5mg,300,40,12,35.53,2026-08-12
D10683,STAT_D10683,Antibiotic,Syrup,5mg,315,67,26,152.45,2024-01-20
D10684,STAT_D10684,Antidepressant,Syrup,5mg,30,84,6,11.48,2024-06-26
D10685,STAT_D10685,Antidepressant,Capsule,50mg,441,33,30,122.04,2026-05-26
D10686,STAT_D10686,Analgesic,Injection,100mg,424,61,17,30.63,2024-10-21
D10687,STAT_D10687,Analgesic,Tablet,5mg,111,35,26,105.88,2026-01-19
D10688,STAT_D10688,Analgesic,Tablet,10mg,334,27,8,10.13,2024-03-08
D10689,STAT_D10689,Antihypertensive,Capsule,20mg,165,82,4,185.4,2026-05-22
D10690,STAT_D10690,Antidepressant,Tablet,10mg,189,58,8,94.4,2026-09-16
D10691,STAT_D10691,Analgesic,Tablet,5mg,499,100,9,156.09,2026-03-30
D10692,STAT_D10692,Antidepressant,Tablet,5mg,407,30,7,63.02,2026-04-06
D10693,STAT_D10693,Antihypertensive,Injection,5mg,76,52,11,41.07,2026-08-08
D10694,STAT_D10694,Antidiabetic,Tablet,5mg,134,29,9,143.4,2025-07-03
D10695,STAT_D10695,Antidepressant,Tablet,20mg,268,74,15,127.03,2024-01-06
D10696,STAT_D10696,Antibiotic,Capsule,50mg,450,86,14,36.33,2025-04-05
D10697,STAT_D10697,Antibiotic,Injection,5mg,194,95,19,171.63,2026-07-27
D10698,STAT_D10698,Antihypertensive,Injection,20mg,74,51,29,186.22,2026-03-18
D10699,STAT_D10699,Antidiabetic,Injection,50mg,304,23,3,31.28,2025-05-08
D10700,STAT_D10700,Antibiotic,Tablet,20mg,311,20,28,193.58,2024-10-06
D10701,STAT_D10701,Antidiabetic,Injection,100mg,480,54,4,115.06,2026-07-02
D10702,STAT_D10702,Analgesic,Tablet,20mg,212,75,9,34.5,2024-08-28
D10703,STAT_D10703,Antihypertensive,Capsule,100mg,89,61,18,78.89,2025-03-16
D10704,STAT_D10704,Antidiabetic,Syrup,20mg,215,66,21,60.86,2024-08-31
D10705,STAT_D10705,Analgesic,Injection,5mg,4,67,13,191.8,2024-03-22
D10706,STAT_D10706,Antibiotic,Tablet,100mg,124,50,24,119.74,2026-09-19
D10707,STAT_D10707,Analgesic,Tablet,5mg,419,97,27,189.71,2026-08-22
D10708,STAT_D10708,Antidiabetic,Syrup,50mg,173,60,14,36.39,2024-04-07
D10709,STAT_D10709,Analgesic,Capsule,50mg,142,42,2,12.73,2025-07-09
D10710,STAT_D10710,Antidiabetic,Injection,100mg,6,64,4,166.51,2026-11-03
D10711,STAT_D10711,Analgesic,Tablet,20mg,174,99,26,125.96,2025-08-26
D10712,STAT_D10712,Antidepressant,Syrup,20mg,46,89,18,41.19,2024-09-16
D10713,STAT_D10713,Antidiabetic,Injection,20mg,102,78,30,183.64,2025-06-03
D10714,STAT_D10714,Antibiotic,Tablet,20mg,278,56,26,120.81,2026-06-28
D10715,STAT_D10715,Analgesic,Capsule,100mg,116,41,21,53.87,2024-07-07
D10716,STAT_D10716,Antihypertensive,Injection,50mg,328,86,17,21.83,2024-10-15
D10717,STAT_D10717,Antihypertensive,Tablet,50mg,197,85,5,140.56,2024-04-08
D10718,STAT_D10718,Antihypertensive,Syrup,50mg,397,100,25,167.54,2025-09-30
D10719,STAT_D10719,Antidepressant,Injection,20mg,32,47,6,157.99,2024-02-18
D10720,STAT_D10720,Analgesic,Capsule,100mg,392,98,3,97.98,2024-02-23
D10721,STAT_D10721,Antidiabetic,Injection,100mg,132,97,17,150.89,2024-03-27
D10722,STAT_D10722,Antibiotic,Tablet,50mg,255,65,12,63.14,2024-11-14
D10723,STAT_D10723,Antidepressant,Injection,10mg,410,91,25,149.54,2024-07-17
D10724,STAT_D10724,Antidiabetic,Syrup,10mg,248,100,5,64.62,2026-11-16
D10725,STAT_D10725,Analgesic,Syrup,20mg,333,28,13,40.71,2024-11-01
D10726,STAT_D10726,Antidepressant,Syrup,5mg,120,65,4,160.06,2024-08-02
D10727,STAT_D10727,Antibiotic,Syrup,5mg,339,45,16,94.04,2024-09-23
D10728,STAT_D10728,Analgesic,Capsule,100mg,192,42,3,187.07,2025-11-24
D10729,STAT_D10729,Antidiabetic,Syrup,20mg,204,33,20,131.4,2024-05-11
D10730,STAT_D10730,Antihypertensive,Injection,50mg,165,24,13,195.99,2026-07-08
D10731,STAT_D10731,Antidiabetic,Tablet,100mg,15,26,27,186.59,2024-06-04
D10732,STAT_D10732,Antidiabetic,Injection,50mg,415,43,21,105.93,2026-06-22
D10733,STAT_D10733,Antidepressant,Syrup,20mg,167,100,29,152.01,2024-04-13
D10734,STAT_D10734,Antidiabetic,Syrup,50mg,161,73,19,98.54,2024-04-08
D10735,STAT_D10735,Antidepressant,Injection,10mg,159,95,6,55.75,2025-07-19
D10736,STAT_D10736,Antidiabetic,Syrup,50mg,336,38,24,127.1,2024-04-15
D10737,STAT_D10737,Antidepressant,Syrup,100mg,394,55,8,12.62,2024-08-17
D10738,STAT_D10738,Antihypertensive,Tablet,5mg,121,93,3,138.6,2026-01-28
D10739,STAT_D10739,Analgesic,Injection,20mg,245,100,13,158.15,2025-11-07
D10740,STAT_D10740,Antidiabetic,Injection,10mg,66,53,23,5.93,2025-01-10
D10741,STAT_D10741,Antibiotic,Tablet,20mg,474,39,23,168.18,2026-03-19
D10742,STAT_D10742,Antibiotic,Syrup,10mg,242,34,22,87.49,2024-09-12
D10743,STAT_D10743,Antidepressant,Injection,10mg,310,72,2,110.91,2026-04-30
D10744,STAT_D10744,Antihypertensive,Capsule,20mg,380,91,22,107.03,2025-07-05
D10745,STAT_D10745,Antibiotic,Tablet,50mg,0,96,4,142.32,2026-07-04
D10746,STAT_D10746,Analgesic,Injection,50mg,92,37,16,42.71,2026-11-04
D10747,STAT_D10747,Analgesic,Syrup,20mg,450,28,18,18.08,2025-08-17
D10748,STAT_D10748,Antidiabetic,Syrup,5mg,206,87,13,8.07,2026-02-10
D10749,STAT_D10749,Antidepressant,Syrup,100mg,15,32,7,171.46,2026-08-10
D10750,STAT_D10750,Analgesic,Capsule,50mg,269,27,11,86.02,2024-05-20
D10751,STAT_D10751,Antihypertensive,Injection,20mg,249,90,13,78.17,2025-07-12
D10752,STAT_D10752,Antidepressant,Capsule,20mg,257,54,1,79.47,2024-10-15
D10753,STAT_D10753,Antibiotic,Injection,20mg,129,41,6,59.81,2026-10-03
D10754,STAT_D10754,Antidiabetic,Tablet,5mg,315,73,20,9.95,2025-03-18
D10755,STAT_D10755,Analgesic,Syrup,50mg,155,90,3,184.67,2026-07-13
D10756,STAT_D10756,Antibiotic,Capsule,5mg,176,94,22,143.02,2025-03-27
D10757,STAT_D10757,Antibiotic,Capsule,10mg,85,91,10,172.15,2026-06-30
D10758,STAT_D10758,Antibiotic,Capsule,20mg,469,62,4,39.61,2026-05-07
D10759,STAT_D10759,Antidepressant,Capsule,10mg,302,55,10,45.32,2024-10-27
D10760,STAT_D10760,Antibiotic,Tablet,10mg,279,26,6,43.66,2025-01-26
D10761,STAT_D10761,Antibiotic,Capsule,5mg,51,72,14,181.49,2025-02-09
D10762,STAT_D10762,Analgesic,Syrup,20mg,434,89,30,6.4,2025-02-05
D10763,STAT_D10763,Antidiabetic,Capsule,10mg,83,47,17,32.74,2024-10-21
D10764,STAT_D10764,Antibiotic,Injection,5mg,471,25,22,48.04,2025-02-06
D10765,STAT_D10765,Antibiotic,Injection,20mg,192,46,8,148.75,2025-03-25
D10766,STAT_D10766,Antihypertensive,Capsule,10mg,326,50,18,73.93,2026-06-01
D10767,STAT_D10767,Analgesic,Syrup,10mg,290,81,6,183.13,2024-06-24
D10768,STAT_D10768,Antihypertensive,Syrup,5mg,106,37,11,11.4,2026-11-15
D10769,STAT_D10769,Antidiabetic,Tablet,5mg,67,61,3,180.29,2025-08-09
D10770,STAT_D10770,Antidiabetic,Capsule,20mg,36,24,11,68.54,2024-03-29
D10771,STAT_D10771,Antibiotic,Tablet,20mg,308,52,6,147.07,2026-12-13
D10772,STAT_D10772,Analgesic,Tablet,50mg,487,77,11,172.06,2026-03-11
D10773,STAT_D10773,Antibiotic,Capsule,20mg,317,57,8,153.81,2024-03-04
D10774,STAT_D10774,Analgesic,Capsule,10mg,346,25,5,177.53,2026-06-12
D10775,STAT_D10775,Antibiotic,Injection,10mg,368,78,30,28.82,2024-09-03
D10776,STAT_D10776,Analgesic,Tablet,100mg,167,60,7,186.44,2024-09-02
D10777,STAT_D10777,Antibiotic,Syrup,100mg,423,52,6,68.19,2024-03-13
D10778,STAT_D10778,Antihypertensive,Syrup,50mg,234,55,7,30.38,2024-04-11
D10779,STAT_D10779,Antibiotic,Injection,20mg,211,52,19,82.02,2024-04-12
D10780,STAT_D10780,Antihypertensive,Injection,100mg,458,53,21,45.97,2025-06-19
D10781,STAT_D10781,Antidepressant,Capsule,5mg,33,46,4,70.21,2024-09-17
D10782,STAT_D10782,Antidiabetic,Injection,100mg,109,81,29,129.31,2026-05-30
D10783,STAT_D10783,Antidiabetic,Syrup,50mg,36,33,7,172.84,2025-05-19
D10784,STAT_D10784,Antibiotic,Tablet,50mg,149,92,3,178.97,2026-09-02
D10785,STAT_D10785,Analgesic,Injection,100mg,64,79,5,6.11,2025-09-13
D10786,STAT_D10786,Antihypertensive,Tablet,100mg,23,91,22,134.67,2026-05-26
D10787,STAT_D10787,Analgesic,Syrup,100mg,166,96,7,139.88,2025-04-22
D10788,STAT_D10788,Antidiabetic,Capsule,100mg,121,35,17,121.57,2026-01-06
D10789,STAT_D10789,Analgesic,Tablet,100mg,391,56,8,174.46,2024-05-24
D10790,STAT_D10790,Antihypertensive,Syrup,5mg,298,58,21,181.86,2026-11-22
D10791,STAT_D10791,Analgesic,Tablet,5mg,451,75,11,35.4,2025-11-21
D10792,STAT_D10792,Antidepressant,Syrup,20mg,264,21,2,16.64,2026-05-16
D10793,STAT_D10793,Analgesic,Tablet,50mg,180,76,15,36.18,2024-04-17
D10794,STAT_D10794,Antidiabetic,Tablet,5mg,309,67,28,71.67,2025-09-17
D10795,STAT_D10795,Analgesic,Capsule,50mg,327,54,28,93.32,2024-04-15
D10796,STAT_D10796,Antihypertensive,Syrup,10mg,201,68,20,49.51,2026-02-10
D10797,STAT_D10797,Antibiotic,Syrup,100mg,389,78,13,30.46,2024-06-29
D10798,STAT_D10798,Antidepressant,Tablet,100mg,445,27,15,137.45,2025-02-12
D10799,STAT_D10799,Antihypertensive,Syrup,50mg,262,71,25,168.09,2024-05-23
D10800,STAT_D10800,Antidiabetic,Syrup,10mg,1,100,4,45.53,2024-12-01
D10801,STAT_D10801,Antidepressant,Capsule,10mg,206,100,7,77.61,2024-02-17
D10802,STAT_D10802,Antibiotic,Syrup,100mg,128,78,1,144.42,2025-12-10
D10803,STAT_D10803,Antihypertensive,Syrup,100mg,196,97,10,196.45,2025-04-27
D10804,STAT_D10804,Antidiabetic,Injection,10mg,375,29,18,146.6,2026-10-01
D10805,STAT_D10805,Antihypertensive,Syrup,50mg,347,67,30,83.54,2026-11-28
D10806,STAT_D10806,Antidiabetic,Syrup,50mg,341,81,30,160.37,2024-03-12
D10807,STAT_D10807,Antidepressant,Tablet,5mg,402,67,10,185.35,2024-10-14
D10808,STAT_D10808,Antidiabetic,Syrup,100mg,447,46,13,188.83,2024-07-05
D10809,STAT_D10809,Analgesic,Tablet,10mg,446,64,27,19.86,2026-06-10
D10810,STAT_D10810,Antidepressant,Capsule,50mg,363,90,5,56.02,2024-09-13
D10811,STAT_D10811,Analgesic,Syrup,5mg,177,32,18,21,2024-12-20
D10812,STAT_D10812,Antihypertensive,Capsule,10mg,355,32,18,124.75,2026-04-16
D10813,STAT_D10813,Analgesic,Tablet,20mg,454,56,10,126.78,2025-04-10
D10814,STAT_D10814,Antihypertensive,Capsule,5mg,451,51,16,138.65,2024-01-30
D10815,STAT_D10815,Antibiotic,Tablet,100mg,158,44,10,88.24,2026-07-07
D10816,STAT_D10816,Analgesic,Syrup,10mg,165,54,10,30.89,2026-12-22
D10817,STAT_D10817,Antidepressant,Injection,100mg,299,74,13,111.37,2024-02-14
D10818,STAT_D10818,Antibiotic,Syrup,20mg,318,83,18,67.04,2026-09-27
D10819,STAT_D10819,Antibiotic,Capsule,5mg,383,79,3,95.4,2026-05-06
D10820,STAT_D10820,Antibiotic,Capsule,10mg,496,81,7,56.98,2025-11-02
D10821,STAT_D10821,Analgesic,Capsule,20mg,212,34,11,109.94,2025-06-20
D10822,STAT_D10822,Antihypertensive,Tablet,10mg,141,69,19,118.63,2025-09-20
D10823,STAT_D10823,Antihypertensive,Capsule,100mg,64,58,11,24.94,2026-03-12
D10824,STAT_D10824,Antihypertensive,Tablet,10mg,154,51,9,135.4,2025-01-05
D10825,STAT_D10825,Antidiabetic,Tablet,10mg,86,96,15,173.86,2025-08-10
D10826,STAT_D10826,Antidiabetic,Capsule,10mg,468,49,20,146.66,2026-06-27
D10827,STAT_D10827,Antihypertensive,Injection,5mg,126,55,22,137.05,2025-05-29
D10828,STAT_D10828,Antihypertensive,Syrup,10mg,382,44,29,164.11,2024-08-10
D10829,STAT_D10829,Antidepressant,Injection,50mg,203,89,15,180.61,2026-07-20
D10830,STAT_D10830,Antihypertensive,Injection,5mg,177,66,13,28.68,2025-06-20
D10831,STAT_D10831,Antidepressant,Capsule,20mg,420,84,15,178.21,2024-05-14
D10832,STAT_D10832,Antibiotic,Injection,100mg,330,92,22,47.89,2024-06-09
D10833,STAT_D10833,Analgesic,Syrup,10mg,12,96,11,97.84,2026-05-24
D10834,STAT_D10834,Antihypertensive,Injection,100mg,413,25,12,19.2,2024-08-18
D10835,STAT_D10835,Antibiotic,Capsule,20mg,84,74,3,130.02,2025-10-24
D10836,STAT_D10836,Antidepressant,Capsule,5mg,336,46,1,90.83,2026-12-25
D10837,STAT_D10837,Antidiabetic,Injection,10mg,443,22,12,33.07,2025-07-19
D10838,STAT_D10838,Antihypertensive,Syrup,20mg,403,67,7,9.32,2025-03-04
D10839,STAT_D10839,Antidepressant,Injection,50mg,181,91,1,99.26,2026-06-22
D10840,STAT_D10840,Antidiabetic,Tablet,50mg,358,20,9,98.77,2024-01-12
D10841,STAT_D10841,Antibiotic,Injection,5mg,290,65,29,45.63,2026-08-21
D10842,STAT_D10842,Analgesic,Syrup,10mg,78,46,12,32.17,2024-12-22
D10843,STAT_D10843,Antidepressant,Tablet,5mg,424,67,7,87.44,2025-10-22
D10844,STAT_D10844,Antihypertensive,Injection,50mg,423,22,3,30.13,2024-01-30
D10845,STAT_D10845,Antidiabetic,Capsule,10mg,103,77,22,193.72,2025-02-18
D10846,STAT_D10846,Antidepressant,Tablet,50mg,286,90,16,101.77,2025-04-06
D10847,STAT_D10847,Antidiabetic,Capsule,50mg,179,28,11,185.05,2024-03-01
D10848,STAT_D10848,Antidepressant,Tablet,100mg,208,43,27,82.41,2024-09-21
D10849,STAT_D10849,Antidepressant,Syrup,10mg,98,33,19,6.66,2024-05-21
D10850,STAT_D10850,Antidepressant,Syrup,10mg,235,33,25,111.37,2025-08-30
D10851,STAT_D10851,Antihypertensive,Syrup,50mg,298,97,15,165.48,2026-10-28
D10852,STAT_D10852,Antibiotic,Capsule,100mg,441,54,9,59.29,2025-06-24
D10853,STAT_D10853,Antidiabetic,Injection,10mg,10,95,4,112.82,2025-01-31
D10854,STAT_D10854,Antibiotic,Tablet,10mg,105,46,7,25.9,2024-05-25
D10855,STAT_D10855,Antidepressant,Injection,10mg,284,45,7,138.2,2026-07-09
D10856,STAT_D10856,Antidepressant,Tablet,5mg,51,65,22,168.6,2024-05-23
D10857,STAT_D10857,Antihypertensive,Tablet,20mg,375,80,8,170.02,2026-11-08
D10858,STAT_D10858,Antidiabetic,Injection,100mg,467,34,17,74.65,2026-04-11
D10859,STAT_D10859,Antibiotic,Capsule,5mg,133,97,2,34.1,2026-08-03
D10860,STAT_D10860,Antihypertensive,Syrup,20mg,92,43,2,84.36,2024-11-25
D10861,STAT_D10861,Analgesic,Capsule,50mg,339,35,27,88.53,2025-02-11
